Class;Units;Avg_Mass (kg);Avg_Purchase;Purchase_Min;Purchase_Max;Start_date;End_date;Year;Month
PP;2338.0;53.06;24.44;20.49;25.54;2016/09/05;2016/09/11;2016;9
PO;380.0;47.8;26.4;24.3;26.94;2016/09/05;2016/09/11;2016;9
PR;13.0;46.97;17.63;10.0;24.5;2016/09/05;2016/09/11;2016;9
PU;1.0;51.8;24.0;24.0;24.0;2016/09/05;2016/09/11;2016;9
PS;5.0;34.74;23.36;23.36;23.36;2016/09/05;2016/09/11;2016;9
SAB;559.0;104.286;12.24;8.0;17.3;2016/09/05;2016/09/11;2016;9
HP;4348.0;84.63;23.18;22.3;23.83;2016/09/05;2016/09/11;2016;9
HO;5024.0;85.74;23.14;22.26;23.66;2016/09/05;2016/09/11;2016;9
HR;858.0;87.38;22.58;12.1;23.5;2016/09/05;2016/09/11;2016;9
HC;69.0;89.26;19.23;11.4;22.1;2016/09/05;2016/09/11;2016;9
HU;9.0;88.46;18.75;18.59;20.0;2016/09/05;2016/09/11;2016;9
HS;3.0;95.13;12.21;9.4;17.64;2016/09/05;2016/09/11;2016;9
CP;929.0;61.29;23.43;22.4;25.5;2016/09/05;2016/09/11;2016;9
CO;576.0;60.82;24.08;22.4;25.0;2016/09/05;2016/09/11;2016;9
CR;23.0;62.76;22.38;17.5;23.5;2016/09/05;2016/09/11;2016;9
CC;1.0;60.92;18.77;18.77;18.77;2016/09/05;2016/09/11;2016;9
SAS;774.0;153.01;15.27;14.27;17.5;2016/09/05;2016/09/11;2016;9
A2;7833.0;28217.0;4584.0;4727.0;4594.0;2020/08/31;2020/09/06;2020;9
A3;641.0;28857.0;4600.0;4742.0;4589.0;2020/08/31;2020/09/06;2020;9
AB2;663.0;29291.0;4482.0;4592.0;4487.0;2020/08/31;2020/09/06;2020;9
AB3;53.0;30277.0;4511.0;4573.0;4513.0;2020/08/31;2020/09/06;2020;9
B2;313.0;28085.0;4228.0;4404.0;4086.0;2020/08/31;2020/09/06;2020;9
B3;28.0;29327.0;4174.0;4224.0;3999.0;2020/08/31;2020/09/06;2020;9
C2;945.0;26090.0;3968.0;4078.0;3886.0;2020/08/31;2020/09/06;2020;9
C3;179.0;29809.0;4006.0;4071.0;3868.0;2020/08/31;2020/09/06;2020;9
PP;1702.0;5257.0;2937.0;2760.0;3082.0;2017/09/11;2017/09/17;2017;9
PO;112.0;5108.0;2883.0;2683.0;2950.0;2017/09/11;2017/09/17;2017;9
PR;19.0;4854.0;2720.0;2386.0;2900.0;2017/09/11;2017/09/17;2017;9
PC;8.0;4558.0;2227.0;2050.0;2850.0;2017/09/11;2017/09/17;2017;9
PU;4.0;4584.0;2194.0;1950.0;2800.0;2017/09/11;2017/09/17;2017;9
PS;12.0;10409.0;1886.0;1750.0;2700.0;2017/09/11;2017/09/17;2017;9
CP;1387.0;6122.0;2860.0;2681.0;3046.0;2017/09/11;2017/09/17;2017;9
CO;133.0;6287.0;2817.0;2656.0;2932.0;2017/09/11;2017/09/17;2017;9
CR;21.0;12054.0;2674.0;2500.0;2830.0;2017/09/11;2017/09/17;2017;9
CC;3.0;6093.0;2050.0;2050.0;2050.0;2017/09/11;2017/09/17;2017;9
CU;2.0;6265.0;2050.0;2050.0;2050.0;2017/09/11;2017/09/17;2017;9
CS;2.0;6495.0;2398.0;2050.0;2760.0;2017/09/11;2017/09/17;2017;9
BP;6291.0;7508.0;2759.0;2458.0;3013.0;2017/09/11;2017/09/17;2017;9
BO;1824.0;7725.0;2764.0;2647.0;2952.0;2017/09/11;2017/09/17;2017;9
BR;139.0;7671.0;2709.0;2600.0;2853.0;2017/09/11;2017/09/17;2017;9
BC;33.0;7530.0;2491.0;2036.0;2769.0;2017/09/11;2017/09/17;2017;9
BU;13.0;7728308.0;2398.0;2050.0;2700.0;2017/09/11;2017/09/17;2017;9
BS;7.0;7708.0;2073.0;1950.0;2172.0;2017/09/11;2017/09/17;2017;9
HP;4536.0;8621.0;2610.0;2379.0;2728.0;2017/09/11;2017/09/17;2017;9
HO;6103.0;8797.0;2687.0;2629.0;2866.0;2017/09/11;2017/09/17;2017;9
HR;927.0;9048.0;2606.0;2490.0;2880.0;2017/09/11;2017/09/17;2017;9
HC;60.0;8821.0;2414.0;2053.0;3000.0;2017/09/11;2017/09/17;2017;9
HU;8.0;8975.0;2468.0;2100.0;2650.0;2017/09/11;2017/09/17;2017;9
HS;20.0;9692.0;2270.0;1788.0;2659.0;2017/09/11;2017/09/17;2017;9
SAU;736.0;13653.0;2028.0;1797.0;2463.0;2017/09/11;2017/09/17;2017;9
SAB;302.0;10402.0;2071.0;1042.0;2494.0;2017/09/11;2017/09/17;2017;9
A2;8.0;465.0;27197.0;4609.0;4609.0;2017/09/11;2017/09/17;2017;9
A3;1.0;125.0;28866.0;4605.0;4591.0;2017/09/11;2017/09/17;2017;9
AB2;423.0;27770.0;4501.0;4565.0;4447.0;2017/09/11;2017/09/17;2017;9
AB3;91.0;30497.0;4478.0;4532.0;4405.0;2017/09/11;2017/09/17;2017;9
B2;374.0;26638.0;4157.0;4277.0;4087.0;2017/09/11;2017/09/17;2017;9
B3;141.0;29454.0;4108.0;4241.0;3879.0;2017/09/11;2017/09/17;2017;9
C2;1.0;814.0;26998.0;4007.0;4105.0;2017/09/11;2017/09/17;2017;9
C3;707.0;29281.0;3985.0;4160.0;4017.0;2017/09/11;2017/09/17;2017;9
BP;6481.0;74.16;23.54;22.3;24.5;2016/09/12;2016/09/18;2016;9
BO;2471.0;76.37;23.57;22.3;24.07;2016/09/12;2016/09/18;2016;9
BR;283.0;76.3;22.82;21.63;24.0;2016/09/12;2016/09/18;2016;9
BC;33.0;76.62;20.39;18.86;23.1;2016/09/12;2016/09/18;2016;9
BU;8.0;70.75;18.46;16.0;20.0;2016/09/12;2016/09/18;2016;9
BS;4.0;68.45;16.0;16.0;16.0;2016/09/12;2016/09/18;2016;9
PP;2218.0;52.43;24.54;22.37;26.98;2016/09/12;2016/09/18;2016;9
PO;149.0;48.68;23.29;21.83;25.0;2016/09/12;2016/09/18;2016;9
PR;19.0;50.99;19.46;10.0;24.5;2016/09/12;2016/09/18;2016;9
PU;3.0;54.63;14.33;10.0;16.49;2016/09/12;2016/09/18;2016;9
PS;5.0;36.44;22.39;22.39;22.39;2016/09/12;2016/09/18;2016;9
SAS;640.0;112.39;13.89;6.0;18.0;2016/09/12;2016/09/18;2016;9
HP;4566.0;87.07;23.06;22.0;24.03;2016/09/12;2016/09/18;2016;9
HO;5044.0;89.39;23.01;22.0;23.85;2016/09/12;2016/09/18;2016;9
HR;915.0;90.15;22.54;21.0;23.26;2016/09/12;2016/09/18;2016;9
HC;95.0;90.97;19.91;11.4;23.1;2016/09/12;2016/09/18;2016;9
HU;8.0;89.56;19.94;18.5;23.1;2016/09/12;2016/09/18;2016;9
HS;4.0;95.63;18.84;17.5;23.1;2016/09/12;2016/09/18;2016;9
CP;1638.0;61.19;24.77;22.4;25.5;2016/09/12;2016/09/18;2016;9
CO;147.0;62.55;23.94;22.4;25.5;2016/09/12;2016/09/18;2016;9
CR;8.0;61.9;23.45;21.0;24.0;2016/09/12;2016/09/18;2016;9
CC;3.0;56.87;20.92;20.92;20.92;2016/09/12;2016/09/18;2016;9
CS;2.0;81.2;15.0;15.0;15.0;2016/09/12;2016/09/18;2016;9
SAS;795.0;132.64;17.4;12.0;18.8;2016/09/12;2016/09/18;2016;9
PP;1762.0;5153.0;2984.0;2823.0;3151.0;2017/09/18;2017/09/24;2017;9
PO;119.0;5200.0;2956.0;2687.0;3200.0;2017/09/18;2017/09/24;2017;9
PR;23.0;4960.0;2761.0;2382.0;3030.0;2017/09/18;2017/09/24;2017;9
PC;5.0;5244.0;1985.0;1800.0;2100.0;2017/09/18;2017/09/24;2017;9
PU;2.0;4295.0;2206.0;1800.0;2800.0;2017/09/18;2017/09/24;2017;9
PS;6.0;4597.0;2109.0;1800.0;2800.0;2017/09/18;2017/09/24;2017;9
CP;1133.0;6090.0;2885.0;2725.0;3049.0;2017/09/18;2017/09/24;2017;9
CO;122.0;6293.0;2864.0;2709.0;3044.0;2017/09/18;2017/09/24;2017;9
CR;8.0;6430.0;2830.0;2830.0;2830.0;2017/09/18;2017/09/24;2017;9
CU;2.0;5950.0;2000.0;2000.0;2000.0;2017/09/18;2017/09/24;2017;9
CS;2.0;6195.0;2315.0;1800.0;2760.0;2017/09/18;2017/09/24;2017;9
BP;6229.0;7403.0;2815.0;2644.0;2976.0;2017/09/18;2017/09/24;2017;9
BO;1789.0;7612.0;2772.0;2647.0;2927.0;2017/09/18;2017/09/24;2017;9
BR;144.0;7684.0;2694.0;2531.0;2826.0;2017/09/18;2017/09/24;2017;9
BC;23.0;7476.0;2580.0;2140.0;3015.0;2017/09/18;2017/09/24;2017;9
BU;2.0;7459.0;2018.0;2000.0;2034.0;2017/09/18;2017/09/24;2017;9
BS;2.0;7684.0;1827.0;1640.0;2000.0;2017/09/18;2017/09/24;2017;9
HP;4510.0;8673.0;2659.0;2622.0;2735.0;2017/09/18;2017/09/24;2017;9
HO;6360.0;8815.0;2676.0;2604.0;2841.0;2017/09/18;2017/09/24;2017;9
HR;1025.0;9018.0;2581.0;2487.0;2778.0;2017/09/18;2017/09/24;2017;9
HC;53.0;9052.0;2273.0;2127.0;2650.0;2017/09/18;2017/09/24;2017;9
HU;7.0;8948.0;2205.0;2037.0;2650.0;2017/09/18;2017/09/24;2017;9
HS;9.0;9488.0;2065.0;1850.0;2500.0;2017/09/18;2017/09/24;2017;9
SAU;733.0;14530.0;1997.0;1787.0;2478.0;2017/09/18;2017/09/24;2017;9
SAB;299.0;10548.0;2130.0;1297.0;2498.0;2017/09/18;2017/09/24;2017;9
A2;9.0;397.0;27722.0;4577.0;4622.0;2017/09/18;2017/09/24;2017;9
A3;1.0;495.0;29702.0;4573.0;4641.0;2017/09/18;2017/09/24;2017;9
AB2;511.0;27757.0;4459.0;4488.0;4335.0;2017/09/18;2017/09/24;2017;9
AB3;135.0;27745.0;4438.0;4507.0;4382.0;2017/09/18;2017/09/24;2017;9
B2;507.0;27191.0;4213.0;4279.0;4138.0;2017/09/18;2017/09/24;2017;9
B3;110.0;29968.0;4169.0;4272.0;4179.0;2017/09/18;2017/09/24;2017;9
C2;1.0;731.0;27129.0;4002.0;4074.0;2017/09/18;2017/09/24;2017;9
C3;597.0;29553.0;3986.0;4128.0;4037.0;2017/09/18;2017/09/24;2017;9
BP;6628.0;73.89;23.63;22.3;24.75;2016/09/19;2016/09/25;2016;9
BO;2154.0;76.42;23.82;22.3;24.37;2016/09/19;2016/09/25;2016;9
BR;333.0;74.56;23.2;22.0;24.0;2016/09/19;2016/09/25;2016;9
BC;10.0;82.08;20.3;18.69;23.1;2016/09/19;2016/09/25;2016;9
BU;1.0;74.5;19.07;19.07;19.07;2016/09/19;2016/09/25;2016;9
BS;3.0;91.93;21.25;19.5;22.0;2016/09/19;2016/09/25;2016;9
PP;2073.0;52.59;25.08;22.5;26.98;2016/09/19;2016/09/25;2016;9
PO;80.0;51.41;24.33;22.67;27.0;2016/09/19;2016/09/25;2016;9
PR;20.0;48.64;23.42;22.3;24.5;2016/09/19;2016/09/25;2016;9
PC;3.0;48.0;23.0;23.0;23.0;2016/09/19;2016/09/25;2016;9
PU;2.0;40.15;18.16;14.0;23.0;2016/09/19;2016/09/25;2016;9
PS;4.0;40.5;23.63;23.0;24.0;2016/09/19;2016/09/25;2016;9
SAB;301.0;105.27;15.24;6.0;17.5;2016/09/19;2016/09/25;2016;9
HP;4241.0;88.18;23.0;22.0;24.08;2016/09/19;2016/09/25;2016;9
HO;4463.0;89.42;23.04;22.0;23.82;2016/09/19;2016/09/25;2016;9
HR;857.0;89.48;22.61;21.71;23.5;2016/09/19;2016/09/25;2016;9
HC;59.0;90.23;20.02;18.72;23.5;2016/09/19;2016/09/25;2016;9
HU;6.0;91.73;18.15;17.22;23.5;2016/09/19;2016/09/25;2016;9
HS;7.0;95.43;13.71;9.4;23.5;2016/09/19;2016/09/25;2016;9
CP;1250.0;61.07;24.44;22.4;25.49;2016/09/19;2016/09/25;2016;9
CO;179.0;61.48;24.21;22.4;25.5;2016/09/19;2016/09/25;2016;9
CR;18.0;61.05;23.23;22.0;24.0;2016/09/19;2016/09/25;2016;9
CC;3.0;63.9;22.34;22.34;22.34;2016/09/19;2016/09/25;2016;9
CU;1.0;61.3;23.0;23.0;23.0;2016/09/19;2016/09/25;2016;9
CS;1.0;62.1;23.0;23.0;23.0;2016/09/19;2016/09/25;2016;9
SAS;752.0;143.87;16.42;14.27;18.8;2016/09/19;2016/09/25;2016;9
PP;1528.0;5172.0;2975.0;2775.0;3103.0;2017/09/25;2017/10/01;2017;10
PO;64.0;4992.0;2964.0;2781.0;3046.0;2017/09/25;2017/10/01;2017;10
PR;8.0;4380.0;2559.0;2300.0;2775.0;2017/09/25;2017/10/01;2017;10
PC;4.0;4980.0;2395.0;2100.0;2700.0;2017/09/25;2017/10/01;2017;10
PS;7.0;16124.0;1848.0;1800.0;2600.0;2017/09/25;2017/10/01;2017;10
CP;1171.0;6179.0;2874.0;2751.0;3048.0;2017/09/25;2017/10/01;2017;10
CO;134.0;6293.0;2864.0;2798.0;2974.0;2017/09/25;2017/10/01;2017;10
CR;59.0;6307.0;2878.0;2777.0;2920.0;2017/09/25;2017/10/01;2017;10
CC;3.0;6303.0;2343.0;2050.0;2760.0;2017/09/25;2017/10/01;2017;10
CS;4.0;6058.0;2076.0;2050.0;2100.0;2017/09/25;2017/10/01;2017;10
BP;6585.0;7448.0;2839.0;2654.0;3041.0;2017/09/25;2017/10/01;2017;10
BO;1580.0;7720.0;2806.0;2649.0;2994.0;2017/09/25;2017/10/01;2017;10
BR;189.0;7935.0;2349.0;2498.0;2856.0;2017/09/25;2017/10/01;2017;10
BC;39.0;7963.0;2506.0;2000.0;3054.0;2017/09/25;2017/10/01;2017;10
BU;7.0;7200.0;2100.0;2100.0;2100.0;2017/09/25;2017/10/01;2017;10
BS;7.0;7973.0;2177.0;2050.0;2760.0;2017/09/25;2017/10/01;2017;10
HP;4810.0;8630.0;2671.0;2636.0;2777.0;2017/09/25;2017/10/01;2017;10
HO;5667.0;8768.0;2685.0;2600.0;2895.0;2017/09/25;2017/10/01;2017;10
HR;1017.0;8981.0;2578.0;2490.0;2731.0;2017/09/25;2017/10/01;2017;10
HC;78.0;9121.0;2207.0;2080.0;2643.0;2017/09/25;2017/10/01;2017;10
HU;21.0;9016.0;2068.0;2040.0;2193.0;2017/09/25;2017/10/01;2017;10
HS;8.0;8980.0;2201.0;1633.0;3050.0;2017/09/25;2017/10/01;2017;10
SAU;661.0;14224.0;1981.0;1770.0;2412.0;2017/09/25;2017/10/01;2017;10
SAB;278.0;10666.0;1805.0;1111.0;2387.0;2017/09/25;2017/10/01;2017;10
BP;7136.0;74.41;23.76;22.31;24.99;2016/09/26;2016/10/02;2016;10
BO;2361.0;75.75;24.14;22.3;25.0;2016/09/26;2016/10/02;2016;10
BR;252.0;76.67;23.62;22.23;24.8;2016/09/26;2016/10/02;2016;10
BC;22.0;75.45;20.25;18.86;24.8;2016/09/26;2016/10/02;2016;10
BU;5.0;77.71;20.0;18.53;21.0;2016/09/26;2016/10/02;2016;10
PP;2478.0;51.57;24.86;22.5;27.99;2016/09/26;2016/10/02;2016;10
PO;128.0;50.95;24.1;22.41;28.0;2016/09/26;2016/10/02;2016;10
PR;14.0;47.59;23.07;21.99;25.0;2016/09/26;2016/10/02;2016;10
PC;5.0;47.86;18.73;14.0;22.0;2016/09/26;2016/10/02;2016;10
PU;3.0;46.7;17.84;12.0;17.84;2016/09/26;2016/10/02;2016;10
PS;2.0;32.05;24.0;24.0;24.0;2016/09/26;2016/10/02;2016;10
SAB;331.0;111.51;15.97;6.0;19.5;2016/09/26;2016/10/02;2016;10
HP;4097.0;87.57;23.45;22.3;24.49;2016/09/26;2016/10/02;2016;10
HO;4163.0;88.81;23.57;22.3;24.5;2016/09/26;2016/10/02;2016;10
HR;771.0;89.21;23.09;12.1;24.0;2016/09/26;2016/10/02;2016;10
HC;70.0;88.93;19.96;17.0;23.5;2016/09/26;2016/10/02;2016;10
HU;7.0;88.8;18.46;18.46;18.46;2016/09/26;2016/10/02;2016;10
HS;6.0;95.33;18.06;9.4;23.5;2016/09/26;2016/10/02;2016;10
CP;2002.0;71.64;24.9;22.4;26.47;2016/09/26;2016/10/02;2016;10
CO;702.0;80.9;24.94;23.5;26.5;2016/09/26;2016/10/02;2016;10
CR;59.0;81.66;24.89;23.0;25.0;2016/09/26;2016/10/02;2016;10
CC;5.0;79.53;24.29;20.54;25.0;2016/09/26;2016/10/02;2016;10
CU;2.0;74.4;22.45;19.0;19.0;2016/09/26;2016/10/02;2016;10
CS;2.0;86.0;25.0;25.0;25.0;2016/09/26;2016/10/02;2016;10
SAS;991.0;145.1;16.86;13.61;19.8;2016/09/26;2016/10/02;2016;10
BC;4.0;69.7;21.41;18.7;22.6;2016/01/25;2016/01/31;2016;1
BO;1463.0;75.098;22.73;22.0;24.91;2016/01/25;2016/01/31;2016;1
BP;3968.0;72.429;22.75;22.0;26.0;2016/01/25;2016/01/31;2016;1
BR;96.0;75.445;21.25;15.0;23.17;2016/01/25;2016/01/31;2016;1
BS;1.0;77.9;18.9;18.9;18.9;2016/01/25;2016/01/31;2016;1
BU;1.0;80.5;17.5;17.5;17.5;2016/01/25;2016/01/31;2016;1
PC;2.0;44.9;21.0;21.0;21.0;2016/01/25;2016/01/31;2016;1
PO;107.0;49.04;23.91;21.0;25.0;2016/01/25;2016/01/31;2016;1
PP;1144.0;49.63;23.57;22.0;28.0;2016/01/25;2016/01/31;2016;1
PR;38.0;48.73;23.02;20.5;24.5;2016/01/25;2016/01/31;2016;1
SAS;91.0;125.79;16.13;15.0;17.18;2016/01/25;2016/01/31;2016;1
HP;7.0;86.869;18.24;16.5;19.5;2016/01/25;2016/01/31;2016;1
HO;1724.0;87.627;22.52;21.5;24.0;2016/01/25;2016/01/31;2016;1
HR;1513.0;85.509;22.58;22.0;24.0;2016/01/25;2016/01/31;2016;1
HC;236.0;88.875;21.79;20.5;24.0;2016/01/25;2016/01/31;2016;1
HU;2.0;100.2;9.4;9.4;9.4;2016/01/25;2016/01/31;2016;1
HS;4.0;86.55;12.12;9.4;13.0;2016/01/25;2016/01/31;2016;1
CO;42.0;60.67;23.25;21.0;23.5;2016/01/25;2016/01/31;2016;1
CP;460.0;59.13;23.74;10.0;27.0;2016/01/25;2016/01/31;2016;1
CR;12.0;59.68;23.27;20.5;23.5;2016/01/25;2016/01/31;2016;1
SAU;452.0;154.68;15.31;12.53;17.18;2016/01/25;2016/01/31;2016;1
P;1949.0;52.31;29.78;27.94;30.87;2018/01/22;2018/01/28;2018;1
O;85.0;50.96;29.5;27.15;30.8;2018/01/22;2018/01/28;2018;1
R;12.0;48.94;27.85;23.41;30.48;2018/01/22;2018/01/28;2018;1
C;5.0;49.78;29.11;28.5;30.0;2018/01/22;2018/01/28;2018;1
U;2.0;57.8;20.0;20.0;20.0;2018/01/22;2018/01/28;2018;1
S;5.0;33.77;19.5;19.5;19.5;2018/01/22;2018/01/28;2018;1
P;1955.0;61.59;28.22;26.95;29.67;2018/01/22;2018/01/28;2018;1
O;199.0;62.3;28.32;26.83;30.01;2018/01/22;2018/01/28;2018;1
R;12.0;51.21;24.52;20.0;27.58;2018/01/22;2018/01/28;2018;1
C;2.0;60.31;24.02;22.2;26.1;2018/01/22;2018/01/28;2018;1
S;2.0;62.2;26.1;26.1;26.1;2018/01/22;2018/01/28;2018;1
P;8070.0;74.04;27.75;26.16;29.4;2018/01/22;2018/01/28;2018;1
O;2946.0;75.82;27.73;25.98;29.4;2018/01/22;2018/01/28;2018;1
R;273.0;76.49;27.12;25.92;29.07;2018/01/22;2018/01/28;2018;1
C;44.0;76.17;25.21;22.01;28.5;2018/01/22;2018/01/28;2018;1
U;21.0;78.67;25.71;21.0;27.59;2018/01/22;2018/01/28;2018;1
S;9.0;81.31;24.84;24.5;26.25;2018/01/22;2018/01/28;2018;1
P;3984.0;84.97;26.04;23.89;27.83;2018/01/22;2018/01/28;2018;1
O;5962.0;87.59;26.44;24.31;27.73;2018/01/22;2018/01/28;2018;1
R;944.0;89.74;25.66;24.26;26.83;2018/01/22;2018/01/28;2018;1
C;74.0;88.61;23.03;22.1;25.13;2018/01/22;2018/01/28;2018;1
U;15.0;92.27;23.7;20.9;25.0;2018/01/22;2018/01/28;2018;1
S;1.0;100.3;22.0;22.0;22.0;2018/01/22;2018/01/28;2018;1
BP;7230.0;71.27;26.39;22.3;31.0;2017/01/23;2017/01/29;2017;1
BO;2940.0;74.23;27.08;22.3;31.0;2017/01/23;2017/01/29;2017;1
BR;285.0;75.72;26.22;28.53;31.0;2017/01/23;2017/01/29;2017;1
BC;29.0;73.64;23.81;21.26;31.0;2017/01/23;2017/01/29;2017;1
BU;8.0;74.07;19.3;18.79;29.0;2017/01/23;2017/01/29;2017;1
BS;6.0;81.68;17.4;19.0;22.0;2017/01/23;2017/01/29;2017;1
PP;2932.0;52.87;27.04;22.5;31.75;2017/01/23;2017/01/29;2017;1
PO;266.0;52.5;27.98;25.5;31.16;2017/01/23;2017/01/29;2017;1
PR;28.0;47.42;25.38;29.2;30.5;2017/01/23;2017/01/29;2017;1
PC;4.0;49.4;25.18;24.5;27.0;2017/01/23;2017/01/29;2017;1
PU;2.0;47.65;10.0;10.0;10.0;2017/01/23;2017/01/29;2017;1
PS;3.0;47.48;22.5;21.0;25.0;2017/01/23;2017/01/29;2017;1
SAB;70.0;125.07;16.23;8.0;22.0;2017/01/23;2017/01/29;2017;1
HP;2692.0;85.89;26.07;22.3;27.99;2017/01/23;2017/01/29;2017;1
HO;3104.0;87.26;25.94;22.3;30.5;2017/01/23;2017/01/29;2017;1
HR;662.0;88.29;25.33;25.59;30.0;2017/01/23;2017/01/29;2017;1
HC;76.0;90.61;20.9;15.0;25.5;2017/01/23;2017/01/29;2017;1
HU;12.0;88.98;18.1;13.0;25.5;2017/01/23;2017/01/29;2017;1
HS;6.0;91.72;17.1;11.0;25.5;2017/01/23;2017/01/29;2017;1
CP;2428.0;67.75;27.77;22.4;31.25;2017/01/23;2017/01/29;2017;1
CO;949.0;71.38;27.47;21.09;30.0;2017/01/23;2017/01/29;2017;1
CR;75.0;71.46;27.13;25.7;27.5;2017/01/23;2017/01/29;2017;1
CU;4.0;67.95;25.89;20.07;27.5;2017/01/23;2017/01/29;2017;1
CS;1.0;77.0;27.5;27.5;27.5;2017/01/23;2017/01/29;2017;1
SAS;523.0;160.27;17.86;15.53;20.8;2017/01/23;2017/01/29;2017;1
PP;1741.0;5249.0;3011.0;2756.0;3192.0;2017/10/02;2017/10/08;2017;10
PO;105.0;4803.0;3017.0;2724.0;3300.0;2017/10/02;2017/10/08;2017;10
PR;15.0;5320.0;2820.0;2433.0;2950.0;2017/10/02;2017/10/08;2017;10
PC;7.0;5260.0;2789.0;2000.0;2950.0;2017/10/02;2017/10/08;2017;10
PU;7.0;6016.0;2917.0;2850.0;2950.0;2017/10/02;2017/10/08;2017;10
PS;8.0;13719.0;1986.0;1850.0;2950.0;2017/10/02;2017/10/08;2017;10
CP;1052.0;6144.0;2940.0;2776.0;3150.0;2017/10/02;2017/10/08;2017;10
CO;89.0;6336.0;2923.0;2757.0;3148.0;2017/10/02;2017/10/08;2017;10
CR;18.0;6441.0;2772.0;2533.0;2848.0;2017/10/02;2017/10/08;2017;10
CC;2.0;6405.0;2441.0;2100.0;2760.0;2017/10/02;2017/10/08;2017;10
CS;1.0;6840.0;2100.0;2100.0;2100.0;2017/10/02;2017/10/08;2017;10
BP;5901.0;7423.0;2896.0;2710.0;3110.0;2017/10/02;2017/10/08;2017;10
BO;1830.0;7722.0;2885.0;2689.0;3120.0;2017/10/02;2017/10/08;2017;10
BR;176.0;7737.0;2698.0;2463.0;2883.0;2017/10/02;2017/10/08;2017;10
BC;32.0;7627.0;2556.0;2142.0;2794.0;2017/10/02;2017/10/08;2017;10
BU;9.0;8417.0;2356.0;2083.0;2780.0;2017/10/02;2017/10/08;2017;10
BS;2.0;9320.0;2100.0;2100.0;2100.0;2017/10/02;2017/10/08;2017;10
HP;2984.0;8608.0;2697.0;2649.0;2819.0;2017/10/02;2017/10/08;2017;10
HO;5156.0;8796.0;2706.0;2650.0;2834.0;2017/10/02;2017/10/08;2017;10
HR;1113.0;9043.0;2559.0;2447.0;2822.0;2017/10/02;2017/10/08;2017;10
HC;54.0;9003.0;2498.0;2295.0;2846.0;2017/10/02;2017/10/08;2017;10
HU;17.0;8639.0;2452.0;2008.0;2706.0;2017/10/02;2017/10/08;2017;10
HS;15.0;8801.0;2374.0;1850.0;2983.0;2017/10/02;2017/10/08;2017;10
SAU;813.0;14001.0;2050.0;1824.0;2399.0;2017/10/02;2017/10/08;2017;10
SAB;342.0;10516.0;2192.0;1385.0;2421.0;2017/10/02;2017/10/08;2017;10
BP;7163.0;73.74;24.4;22.3;26.0;2016/10/03;2016/10/09;2016;10
BO;2843.0;75.39;24.48;21.41;25.5;2016/10/03;2016/10/09;2016;10
BR;311.0;76.65;23.8;22.72;26.0;2016/10/03;2016/10/09;2016;10
BC;33.0;74.83;20.13;16.74;25.3;2016/10/03;2016/10/09;2016;10
BU;1.0;79.5;13.0;13.0;13.0;2016/10/03;2016/10/09;2016;10
BS;3.0;73.8;23.47;22.5;25.5;2016/10/03;2016/10/09;2016;10
PP;2371.0;52.09;25.63;22.5;27.94;2016/10/03;2016/10/09;2016;10
PO;148.0;48.95;24.99;22.5;28.0;2016/10/03;2016/10/09;2016;10
PR;17.0;44.51;24.03;21.27;25.5;2016/10/03;2016/10/09;2016;10
PC;4.0;45.6;19.91;16.0;25.0;2016/10/03;2016/10/09;2016;10
PU;1.0;65.7;24.0;24.0;24.0;2016/10/03;2016/10/09;2016;10
PS;2.0;54.35;22.53;20.5;22.53;2016/10/03;2016/10/09;2016;10
SAB;114.0;120.4;15.33;8.0;19.0;2016/10/03;2016/10/09;2016;10
HP;4643.0;84.03;23.75;22.3;24.79;2016/10/03;2016/10/09;2016;10
HO;4667.0;85.79;23.85;22.3;24.68;2016/10/03;2016/10/09;2016;10
HR;828.0;87.78;23.2;12.1;24.0;2016/10/03;2016/10/09;2016;10
HC;66.0;88.05;19.03;11.4;23.5;2016/10/03;2016/10/09;2016;10
HU;10.0;88.97;17.84;13.0;23.5;2016/10/03;2016/10/09;2016;10
HS;10.0;95.86;13.11;9.4;23.5;2016/10/03;2016/10/09;2016;10
CP;1869.0;61.31;25.17;21.68;26.5;2016/10/03;2016/10/09;2016;10
CO;268.0;62.57;24.89;22.4;26.5;2016/10/03;2016/10/09;2016;10
CR;137.0;59.58;25.89;23.65;26.2;2016/10/03;2016/10/09;2016;10
CC;4.0;62.68;19.31;16.0;25.5;2016/10/03;2016/10/09;2016;10
CS;1.0;61.6;11.0;11.0;11.0;2016/10/03;2016/10/09;2016;10
SAS;617.0;157.6;15.9;12.73;18.0;2016/10/03;2016/10/09;2016;10
PP;653.0;4819.0;3054.0;2806.0;3304.0;2017/10/09;2017/10/15;2017;10
PO;31.0;4789.0;2737.0;2496.0;3300.0;2017/10/09;2017/10/15;2017;10
PR;12.0;4702.0;2616.0;2394.0;3000.0;2017/10/09;2017/10/15;2017;10
PU;1.0;4215.0;2000.0;2000.0;2000.0;2017/10/09;2017/10/15;2017;10
PS;5.0;16582.0;1850.0;1850.0;1850.0;2017/10/09;2017/10/15;2017;10
CP;612.0;5999.0;2933.0;2783.0;3150.0;2017/10/09;2017/10/15;2017;10
CO;77.0;6068.0;2884.0;2726.0;3148.0;2017/10/09;2017/10/15;2017;10
